view,package,title,license,description,url,authors
OfficialStatistics,MImix,Mixture summary method for multiple imputation,GPL-2,"Tools to combine results for multiply-imputed data using
mixture approximations",NA,"Russell Steele, Naisyin Wang, and Adrian Raftery"
OfficialStatistics,mipfp,"Multidimensional Iterative Proportional Fitting and Alternative
Models",GPL-2,"An implementation of the iterative proportional fitting (IPFP),
maximum likelihood, minimum chi-square and weighted least squares procedures
for updating a N-dimensional array with respect to given target marginal
distributions (which, in turn can be multidimensional). The package also
provides an application of the IPFP to simulate multivariate Bernoulli
distributions.",https://github.com/jojo-/mipfp,"Johan Barthelemy [aut, cre],
Thomas Suesse [aut],
Mohammad Namazi-Rad [ctb]"
OfficialStatistics,missForest,Nonparametric Missing Value Imputation using Random Forest,GPL (>= 2),The function 'missForest' in this package is used to<U+000a>impute missing values particularly in the case of mixed-type<U+000a>data. It uses a random forest trained on the observed values of<U+000a>a data matrix to predict the missing values. It can be used to<U+000a>impute continuous and/or categorical data including complex<U+000a>interactions and non-linear relations. It yields an out-of-bag<U+000a>(OOB) imputation error estimate without the need of a test set<U+000a>or elaborate cross-validation. It can be run in parallel to<U+000a>save computation time.,"http://www.r-project.org, https://github.com/stekhoven/missForest",Daniel J. Stekhoven <stekhoven@stat.math.ethz.ch>
OfficialStatistics,missMDA,Handling Missing Values with Multivariate Data Analysis,GPL (>= 2),"Imputation of incomplete continuous or categorical datasets; Missing values are imputed with a principal component analysis (PCA), a multiple correspondence analysis (MCA) model or a multiple factor analysis (MFA) model; Perform multiple imputation with and in PCA or MCA.","https://husson.github.io/, http://juliejosse.com/","Francois Husson, Julie Josse"
OfficialStatistics,mitools,Tools for Multiple Imputation of Missing Data,GPL-2,"Tools to perform analyses and combine results from
multiple-imputation datasets.",NA,Thomas Lumley
OfficialStatistics,mix,"Estimation/Multiple Imputation for Mixed Categorical and
Continuous Data",Unlimited,"Estimation/multiple imputation programs for mixed categorical
and continuous data.",NA,Original by Joseph L. Schafer <jls@stat.psu.edu>.
OfficialStatistics,nlme,Linear and Nonlinear Mixed Effects Models,GPL (>= 2) | file LICENCE,Fit and compare Gaussian linear and nonlinear mixed-effects models.,https://svn.r-project.org/R-packages/trunk/nlme,"José Pinheiro [aut] (S version),
Douglas Bates [aut] (up to 2007),
Saikat DebRoy [ctb] (up to 2002),
Deepayan Sarkar [ctb] (up to 2005),
EISPACK authors [ctb] (src/rs.f),
Siem Heisterkamp [ctb] (Author fixed sigma),
Bert Van Willigen [ctb] (Programmer fixed sigma),
R-core [aut, cre]"
OfficialStatistics,nomisr,Access 'Nomis' UK Labour Market Data,MIT + file LICENSE,"Access UK official statistics from the 'Nomis' database.
'Nomis' includes data from the Census, the Labour Force Survey, DWP benefit
statistics and other economic and demographic data from the Office for
National Statistics, based around statistical geographies. See
<https://www.nomisweb.co.uk/api/v01/help> for full API documentation.","https://github.com/ropensci/nomisr,
https://docs.evanodell.com/nomisr","Evan Odell [aut, cre] (<https://orcid.org/0000-0003-1845-808X>),
Paul Egeler [rev, ctb],
Christophe Dervieux [rev] (<https://orcid.org/0000-0003-4474-2498>)"
OfficialStatistics,noncensus,U.S. Census Regional and Demographic Data,MIT + file LICENSE,"A collection of various regional information determined by the
U.S. Census Bureau along with demographic data.","https://github.com/ramey/noncensus, http://ramhiser.com",John A. Ramey <johnramey@gmail.com>
OfficialStatistics,norm,Analysis of multivariate normal datasets with missing values,file LICENSE,Analysis of multivariate normal datasets with missing<U+000a>values,http://www.stat.psu.edu/~jls/misoftwa.html#aut,Ported to R by Alvaro A. Novo <alvaro@novo-online.net>.<U+000a>Original by Joseph L. Schafer <jls@stat.psu.edu>.
OfficialStatistics,OECD,Search and Extract Data from the OECD,CC0,Search and extract data from the OECD.,https://www.github.com/expersso/OECD,"Eric Persson [aut, cre]"
OfficialStatistics,pan,Multiple Imputation for Multivariate Panel or Clustered Data,GPL-3,"It provides functions and examples for maximum likelihood estimation for
generalized linear mixed models and Gibbs sampler for multivariate linear
mixed models with incomplete data, as described in Schafer JL (1997)
""Imputation of missing covariates under a multivariate linear mixed model"".
Technical report 97-04, Dept. of Statistics, The Pennsylvania State University.",NA,Original by Joseph L. Schafer
OfficialStatistics,panelaggregation,Aggregate Longitudinal Survey Data,GPL-2,"Aggregate Business Tendency Survey Data (and other qualitative
surveys) to time series at various aggregation levels. Run aggregation of
survey data in a speedy, re-traceable and a easily deployable way.
Aggregation is substantially accelerated by use of data.table.
This package intends to provide an interface that is less general and abstract than data.table but rather geared towards
survey researchers.",NA,"Matthias Bannert [aut, cre],
Gabriel Bucur [aut]"
OfficialStatistics,pps,Functions for PPS sampling,GPL (>= 2),"The pps package contains functions to select samples using<U+000a>PPS (probability proportional to size) sampling. It also<U+000a>includes a function for stratified simple random sampling, a<U+000a>function to compute joint inclusion probabilities for<U+000a>Sampford's method of PPS sampling, and a few utility functions.<U+000a>The user's guide pps-ug.pdf is included.",NA,Jack G. Gambino <jack.gambino@gmail.com>
OfficialStatistics,PracTools,Tools for Designing and Weighting Survey Samples,GPL (>= 2),"Functions and datasets to support Valliant, Dever, and Kreuter, ``Practical Tools for Designing and Weighting Survey Samples'' (2nd edition, 2018). Contains functions for sample size calculation for survey samples using stratified or clustered one-, two-, and three-stage sample designs. Other functions compute variance components for multistage designs and sample sizes in two-phase designs. A number of example data sets are included.",NA,"Richard Valliant, Jill A. Dever, Frauke Kreuter"
OfficialStatistics,prevR,Estimating Regional Trends of a Prevalence from a DHS,CeCILL,"Spatial estimation of a prevalence surface
or a relative risks surface, using data from a Demographic and Health
Survey (DHS) or an analog survey, see Larmarange et al. (2011)
<doi:10.4000/cybergeo.24606>.",https://github.com/larmarange/prevR/,"Joseph Larmarange [aut, cre] (<https://orcid.org/0000-0001-7097-700X>)"
OfficialStatistics,pxR,PC-Axis with R,GPL-3,"Provides a set of functions for reading and writing PC-Axis files, used by different statistical organizations around the globe for data dissemination.",https://github.com/cjgb/pxR,"Carlos J. Gil Bellosta [cre, aut],
Francisco J. Viciana [aut],
Oscar Perpinan Lamigueiro [aut],
Emilio Torres Manzanera [ctb]"
OfficialStatistics,pxweb,R Interface to PXWEB APIs,BSD_2_clause + file LICENSE,"Generic interface for the PX-Web/PC-Axis API. The PX-Web/PC-Axis
API is used by organizations such as Statistics Sweden and Statistics
Finland to disseminate data. The R package can interact with all
PX-Web/PC-Axis APIs to fetch information about the data hierarchy, extract
metadata and extract and parse statistics to R data.frame format. PX-Web is
a solution to disseminate PC-Axis data files in dynamic tables on the web.
Since 2013 PX-Web contains an API to disseminate PC-Axis files.",https://github.com/rOpenGov/pxweb/,"Mans Magnusson [aut, cre],
Markus Kainu [aut],
Janne Huovari [aut],
Leo Lahti [aut] (<https://orcid.org/0000-0001-5537-637X>),
Jan Bruusgaard [ctb],
Øyvind Langsrud [ctb],
Love Hansson [ctb],
Eydun Nielsen [ctb],
Bo Werth [ctb],
Thomas Runarsson [ctb],
Torbjörn Lindquist [ctb],
Palmar Thorsteinsson [ctb]"
OfficialStatistics,PxWebApiData,PX-Web Data by API,Apache License 2.0 | file LICENSE,"Function to read PX-Web data into R via API. The example code reads data from the three national statistical institutes, Statistics Norway, Statistics Sweden and Statistics Finland.",NA,"Øyvind Langsrud [aut, cre],
Jan Bruusgaard [aut]"
OfficialStatistics,quantification,Quantification of Qualitative Survey Data,GPL-3,"Provides different functions for quantifying qualitative survey data. It supports the Carlson-Parkin method, the regression approach, the balance approach and the conditional expectations method.",NA,Joachim Zuckarelli <joachim@zuckarelli.de>
OfficialStatistics,questionr,Functions to Make Surveys Processing Easier,GPL (>= 2),"Set of functions to make the processing and analysis of
surveys easier : interactive shiny apps and addins for data recoding,
contingency tables, dataset metadata handling, and several convenience
functions.",https://juba.github.io/questionr/,"Julien Barnier [aut, cre],
François Briatte [aut],
Joseph Larmarange [aut]"
OfficialStatistics,RcmdrPlugin.sampling,Tools for sampling in Official Statistical Surveys,GPL (>= 2),"This package includes tools for calculating sample sizes and
selecting samples using various sampling designs. This package is an extension
of RcmdrPlugin.EHESsampling which was developed as part of the EHES pilot project.
The EHES Pilot project has received funding from the European Commission and
DG Sanco. The views expressed here are those of the authors and they do not represent
Commission's official position.",NA,Susie Jentoft and Johan Heldal
OfficialStatistics,readabs,"Download and Tidy Time Series Data from the Australian Bureau of
Statistics",MIT + file LICENSE,"Downloads, imports, and tidies time series data from the
Australian Bureau of Statistics <https://www.abs.gov.au/>.",https://github.com/mattcowgill/readabs,"Matt Cowgill [aut, cre],
Zoe Meers [aut],
Jaron Lee [aut],
David Diviny [ctb]"
OfficialStatistics,RecordLinkage,Record Linkage in R,GPL (>= 2),"Provides functions for linking and de-duplicating data sets.
Methods based on a stochastic approach are implemented as well as
classification algorithms from the machine learning domain.","https://r-forge.r-project.org/projects/recordlinkage/,
https://journal.r-project.org/archive/2010-2/RJournal_2010-2_Sariyar+Borg.pdf","Andreas Borg <andreas.borg.public@posteo.de>, Murat Sariyar <murat.sariyar@charite.de>"
OfficialStatistics,reweight,Adjustment of Survey Respondent Weights,GPL (>= 2),"Adjusts the weights of survey respondents so that the
marginal distributions of certain variables fit more closely to
those from a more precise source (e.g. Census Bureau's data).",NA,Feiming Chen
OfficialStatistics,Rilostat,"ILO Open Data via Ilostat Bulk Download Facility or SDMX Web
Service",BSD_2_clause + file LICENSE,"Tools to download data from the ilostat database
<https://ilostat.ilo.org> together with search and
manipulation utilities.",https://ilostat.github.io/Rilostat/,"ILO Department of Statistics [cph, fnd],
David Bescond [aut, cre] (<https://orcid.org/0000-0002-1642-0304>),
Rosina Gammarano [ctb],
Mabelin Villarreal-Fuentes [ctb]"
OfficialStatistics,robCompositions,Compositional Data Analysis,GPL (>= 2),"Methods for analysis of compositional data including robust
methods, imputation, methods to replace rounded zeros, (robust) outlier
detection for compositional data, (robust) principal component analysis for
compositional data, (robust) factor analysis for compositional data, (robust)
discriminant analysis for compositional data (Fisher rule), robust regression
with compositional predictors and (robust) Anderson-Darling normality tests for
compositional data as well as popular log-ratio transformations (addLR, cenLR,
isomLR, and their inverse transformations). In addition, visualisation and
diagnostic tools are implemented as well as high and low-level plot functions
for the ternary diagram.",NA,"Matthias Templ [aut, cre],
Karel Hron [aut],
Peter Filzmoser [aut],
Kamila Facevicova [ctb],
Petra Kynclova [ctb],
Jan Walach [ctb],
Veronika Pintar [ctb],
Jiajia Chen [ctb],
Dominika Miksova [ctb]"
OfficialStatistics,rpms,Recursive Partitioning for Modeling Survey Data,CC0,"Functions to allow users to build and analyze design consistent
tree and random forest models using survey data from a complex sample
design.  The algorithm can fit a linear model to survey data in each
node obtained by recursively partitioning the data.  The splitting
variables and selected splits are obtained using a randomized permutation
test procedure which adjusted for complex sample design features used to
obtain the data. Likewise the model fitting algorithm produces
design-consistent coefficients to any specified least squares linear model
between the dependent and independent variables used in the end nodes.
The main functions return the resulting binary tree or random forest as
an object of ""rpms"" or ""rpms_forest"" type. The package also provides a number
of functions and methods available for use with these object types.",NA,"Daniell Toth [aut, cre]"
OfficialStatistics,rrcov3way,"Robust Methods for Multiway Data Analysis, Applicable also for
Compositional Data",GPL (>= 2),"Provides methods for multiway data analysis by means of Parafac
and Tucker 3 models. Robust versions (Engelen and Hubert (2011) <doi:10.1016/j.aca.2011.04.043>) and versions
for compositional data are also provided (Gallo (2015) <doi:10.1080/03610926.2013.798664>, Di Palma et al. (in press)).",NA,"Valentin Todorov <valentin.todorov@chello.at>, Maria Anna Di Palma <madipalma@unior.it> and Michele Gallo \email{mgallo@unior.it}"
OfficialStatistics,rrcovNA,"Scalable Robust Estimators with High Breakdown Point for
Incomplete Data",GPL (>= 2),"Robust Location and Scatter Estimation and Robust
Multivariate Analysis with High Breakdown Point for Incomplete
Data.",NA,Valentin Todorov <valentin.todorov@chello.at>
OfficialStatistics,RRreg,Correlation and Regression Analyses for Randomized Response Data,GPL-3,"
Univariate and multivariate methods to analyze randomized response
(RR) survey designs (e.g., Warner, S. L. (1965). Randomized response: A
survey technique for eliminating evasive answer bias. Journal of the
American Statistical Association, 60, 63–69, <doi:10.2307/2283137>).
Besides univariate estimates of true proportions, RR variables can be used
for correlations, as dependent variable in a logistic regression (with or
without random effects), or as predictors in a linear regression
(Heck, D. W., & Moshagen, M. (2018). RRreg: An R package for correlation and
regression analyses of randomized response data. Journal of Statistical
Software, 85(2), 1–29, <doi:10.18637/jss.v085.i02>). For simulations and
the estimation of statistical power, RR data can be generated according to
several models. The implemented methods also allow to test the link between
continuous covariates and dishonesty in cheating paradigms such as the
coin-toss or dice-roll task (Moshagen, M., & Hilbig, B. E. (2017).
The statistical analysis of cheating paradigms. Behavior Research Methods,
49, 724–732, <doi:10.3758/s13428-016-0729-x>).",http://psycho3.uni-mannheim.de/Home/Research/Software/RRreg/,"Daniel W. Heck [aut, cre],
Morten Moshagen [aut]"
OfficialStatistics,RRTCS,Randomized Response Techniques for Complex Surveys,GPL (>= 2),"Point and interval estimation of linear parameters with data
obtained from complex surveys (including stratified and clustered samples)
when randomization techniques are used. The randomized response technique
was developed to obtain estimates that are more valid when studying
sensitive topics. Estimators and variances for 14 randomized response
methods for qualitative variables and 7 randomized response methods for
quantitative variables are also implemented. In addition, some data sets
from surveys with these randomization methods are included in the package.",NA,"Beatriz Cobo Rodríguez, María del Mar Rueda García, Antonio Arcos
Cebrián"
OfficialStatistics,rsae,Robust Small Area Estimation,GPL (>= 2) | FreeBSD,Robust Small Area Estimation. Robust Basic Unit- and Area-Level Models,NA,Tobias Schoch
OfficialStatistics,rspa,Adapt Numerical Records to Fit (in)Equality Restrictions,GPL-3,"Minimally adjust the values of numerical records in a data.frame, such
that each record satisfies a predefined set of equality and/or inequality
constraints. The constraints can be defined using the 'validate' package.
The core algorithms have recently been moved to the 'lintools' package,
refer to 'lintools' for a more basic interface and access to a version
of the algorithm that works with sparse matrices.",https://github.com/markvanderloo/rspa,Mark van der Loo
OfficialStatistics,rworldmap,Mapping Global Data,GPL (>= 2),Enables mapping of country level and gridded user datasets.,"https://github.com/AndySouth/rworldmap/,
https://groups.google.com/forum/#!forum/rworldmap,
http://andysouth.co.uk/",Andy South
OfficialStatistics,sae,Small Area Estimation,GPL-2,Functions for small area estimation.,NA,"Isabel Molina, Yolanda Marhuenda"
OfficialStatistics,saeSim,Simulation Tools for Small Area Estimation,MIT + file LICENSE,"Tools for the simulation of data in the context of small area
estimation. Combine all steps of your simulation - from data generation
over drawing samples to model fitting - in one object. This enables easy
modification and combination of different scenarios. You can store your
results in a folder or start the simulation in parallel.",https://wahani.github.io/saeSim,"Sebastian Warnholz [aut, cre],
Timo Schmid [aut]"
OfficialStatistics,sampling,Survey Sampling,GPL (>= 2),Functions for drawing and calibrating samples.,NA,"Yves Tillé <yves.tille@unine.ch>, Alina Matei <alina.matei@unine.ch>"
OfficialStatistics,samplingbook,Survey Sampling Procedures,GPL (>= 2),"Sampling procedures from the book 'Stichproben - Methoden
und praktische Umsetzung mit R' by Goeran Kauermann and Helmut
Kuechenhoff (2010).",NA,"Juliane Manitz <r@manitz.org>, contributions by Mark
Hempelmann <mark.hempelmann@o2online.de>, Goeran Kauermann
<gkauermann@wiwi.uni-bielefeld.de>, Helmut Kuechenhoff
<kuechenhoff@stat.uni-muenchen.de>, Shuai Shao
<shuai.shao@campus.lmu.de>, Cornelia Oberhauser
<conny.oberhauser@gmx.de>, Nina Westerheide
<nwesterheide@wiwi.uni-bielefeld.de>, Manuel Wiesenfarth
<m.wiesenfarth@uni-goettingen.de>"
OfficialStatistics,SamplingStrata,"Optimal Stratification of Sampling Frames for Multipurpose
Sampling Surveys",GPL (>= 2),"In the field of stratified sampling design, this package offers an approach for the determination of the best stratification of a sampling frame, the one that ensures the minimum sample cost under the condition to satisfy precision constraints in a multivariate and multidomain case. This approach is based on the use of the genetic algorithm: each solution (i.e. a particular partition in strata of the sampling frame) is considered as an individual in a population; the fitness of all individuals is evaluated applying the Bethel-Chromy algorithm to calculate the sampling size satisfying precision constraints on the target estimates. Functions in the package allows to: (a) analyse the obtained results of the optimisation step; (b) assign the new strata labels to the sampling frame; (c) select a sample from the new frame accordingly to the best allocation. Functions for the execution of the genetic algorithm are a modified version of the functions in the 'genalg' package.",https://github.com/barcaroli/SamplingStrata,"Giulio Barcaroli, Marco Ballin, Hanjo Odendaal, Daniela Pagliuca, Egon Willighagen, Diego Zardetto"
OfficialStatistics,samplingVarEst,Sampling Variance Estimation,GPL (>= 2),Functions to calculate some point estimators and estimating their variance under unequal probability sampling without replacement. Single and two stage sampling designs are considered. Some approximations for the second order inclusion probabilities (joint inclusion probabilities) are available (sample and population based). A variety of Jackknife variance estimators are implemented. Almost every function is written in C (compiled) code for faster results. The functions incorporate some performance improvements for faster results with large datasets.,"http://www.quantos.mx, http://www.itam.mx","Emilio Lopez Escobar [aut, cre, cph] <emilio@quantos.mx>,
Ernesto Barrios Zamudio [ctb] <ebarrios@itam.mx>,
Juan Francisco Munoz Rosas [ctb] <jfmunoz@go.ugr.es>"
OfficialStatistics,SAScii,Import ASCII files directly into R using only a SAS input script,GPL (>= 2),"Using any importation code designed for SAS users to read<U+000a>ASCII files into sas7bdat files, the SAScii package parses<U+000a>through the INPUT block of a (.sas) syntax file to design the<U+000a>parameters needed for a read.fwf function call.  This allows<U+000a>the user to specify the location of the ASCII (often a .dat)<U+000a>file and the location of the .sas syntax file, and then load<U+000a>the data frame directly into R in just one step.",https://github.com/ajdamico/SAScii,"Anthony Joseph Damico [aut, cre]"
OfficialStatistics,SDaA,Sampling: Design and Analysis,GPL-3,"Functions and Datasets from Lohr, S. (1999), Sampling:
Design and Analysis, Duxbury.",NA,Tobias Verbeke
OfficialStatistics,sdcHierarchies,Create and (Interactively) Modify Nested Hierarchies,GPL-3,"Provides functionality to generate, (interactively) modify (by adding, removing and renaming nodes) and convert nested hierarchies between different formats.
These tree like structures can be used to define for example complex hierarchical tables used for statistical disclosure control.",https://github.com/bernhard-da/sdcHierarchies,"Bernhard Meindl [aut, cre]"
OfficialStatistics,sdcMicro,"Statistical Disclosure Control Methods for Anonymization of Data
and Risk Estimation",GPL-2,"Data from statistical agencies and other institutions are mostly
confidential. This package can be used for the generation of anonymized
(micro)data, i.e. for the creation of public- and scientific-use files. In
addition, various risk estimation methods are included. Note that the package
includes a graphical user interface that allows to use various methods of this
package.",https://github.com/sdcTools/sdcMicro,"Matthias Templ [aut, cre],
Bernhard Meindl [aut],
Alexander Kowarik [aut] (<https://orcid.org/0000-0001-8598-4130>)"
OfficialStatistics,sdcSpatial,Statistical Disclosure Control for Spatial Data,GPL-2,"Privacy protected raster maps
can be created from spatial point data. Protection
methods include smoothing of dichotomous variables by de Jonge and de Wolf (2016)
<doi:10.1007/978-3-319-45381-1_9>, continuous variables by de Wolf and
de Jonge (2018) <doi:10.1007/978-3-319-99771-1_23>, suppressing
revealing values and a generalization of the quad tree method by
Suñé, Rovira, Ibáñez and Farré (2017) <doi:10.2901/EUROSTAT.C2017.001>.",https://github.com/edwindj/sdcSpatial,"Edwin de Jonge [aut, cre] (<https://orcid.org/0000-0002-6580-4718>),
Peter-Paul de Wolf [aut],
Sapphire Han [ctb]"
OfficialStatistics,sdcTable,Methods for Statistical Disclosure Control in Tabular Data,GPL (>= 2),"Methods for statistical disclosure control in
tabular data such as primary and secondary cell suppression as described for example
in Hundepol et al. (2012) <doi:10.1002/9781118348239> are covered in this package.",https://github.com/sdcTools/sdcTable,Bernhard Meindl
OfficialStatistics,seasonal,R Interface to X-13-ARIMA-SEATS,GPL-3,"Easy-to-use interface to X-13-ARIMA-SEATS, the seasonal adjustment
software by the US Census Bureau. It offers full access to almost all
options and outputs of X-13, including X-11 and SEATS, automatic ARIMA model
search, outlier detection and support for user defined holiday variables,
such as Chinese New Year or Indian Diwali. A graphical user interface can be
used through the 'seasonalview' package. Uses the X-13-binaries from the
'x13binary' package.",http://www.seasonal.website,"Christoph Sax [aut, cre] (<https://orcid.org/0000-0002-7192-7044>),
Dirk Eddelbuettel [ctb] (<https://orcid.org/0000-0001-6419-907X>)"
OfficialStatistics,SeleMix,Selective Editing via Mixture Models,EUPL,Detection of outliers and influential errors using a latent variable model.,NA,"Ugo Guarnera, Teresa Buglielli"
OfficialStatistics,simFrame,Simulation framework,GPL (>= 2),A general framework for statistical simulation.,NA,"Andreas Alfons [aut, cre]"
OfficialStatistics,simputation,Simple Imputation,GPL-3,"Easy to use interfaces to a number of imputation methods
that fit in the not-a-pipe operator of the 'magrittr' package.",https://github.com/markvanderloo/simputation,"Mark van der Loo [aut, cre]"
OfficialStatistics,SmallCountRounding,Small Count Rounding of Tabular Data,Apache License 2.0 | file LICENSE,"A statistical disclosure control tool to protect frequency tables in cases where small values are sensitive. The function PLSrounding() performs small count rounding of necessary inner cells so that all small frequencies of cross-classifications to be published (publishable cells) are rounded. This is equivalent to changing micro data since frequencies of unique combinations are changed. Thus, additivity and consistency are guaranteed. The methodology is described in Langsrud and Heldal (2018) <https://www.researchgate.net/publication/327768398>.",https://github.com/statisticsnorway/SmallCountRounding,"Øyvind Langsrud [aut, cre],
Johan Heldal [aut]"
OfficialStatistics,sms,Spatial Microsimulation,GPL-3,"Produce small area population estimates by fitting census data to
survey data.",NA,Dimitris Kavroudakis <dimitris123@gmail.com>
OfficialStatistics,sorvi,Finnish Open Government Data Toolkit,BSD_2_clause + file LICENSE,Algorithms for Finnish open government data.,"https://github.com/ropengov/sorvi,
http://cran.r-project.org/package=sorvi","Leo Lahti, Juuso Parkkinen, Joona Lehtomaki, Juuso Haapanen, Jussi
Paananen, Einari Happonen"
OfficialStatistics,spsurvey,Spatial Survey Design and Analysis,GPL (>= 3),"These functions provide procedures for selecting sites for spatial
surveys using spatially balanced algorithms applied to discrete points,
linear networks, or polygons. The probability survey designs available
include independent random samples, stratified random samples, and unequal
probability random samples (categorical or probability proportional to
size).  Design-based estimation based on the results from surveys is
available for estimating totals, means, quantiles, CDFs, and linear models.
The analyses rely on package survey for most results.  Variance estimation
options include a local neighborhood variance estimator that is appropriate
for spatially-balanced survey designs.  A reference for the survey design
portion of the package is: D. L. Stevens, Jr. and A. R. Olsen (2004),
""Spatially-balanced sampling of natural resources."", Journal of the American
Statistical Association 99(465): 262-278, <DOI:10.1198/016214504000000250>.
Additional helpful references for this package are A. R. Olsen, T. M.
Kincaid, and Q. Payton (2012) and T. M. Kincaid and A. R. Olsen (2012), both
of which are chapters in the book ""Design and Analysis of Long-Term
Ecological Monitoring Studies"" (R. A. Gitzen, J. J. Millspaugh, A. B.
Cooper, and D. S. Licht (eds.), Cambridge University Press, New York,
<Online ISBN:9781139022422>).",NA,"Tom Kincaid [aut],
Tony Olsen [aut],
Marc Weber [aut, cre],
Don Stevens [ctb],
Christian Platt [ctb],
Denis White [ctb],
Richard Remington [ctb]"
OfficialStatistics,srvyr,'dplyr'-Like Syntax for Summary Statistics of Survey Data,GPL-2 | GPL-3,"Use piping, verbs like 'group_by' and 'summarize', and other
'dplyr' inspired syntactic style when calculating summary statistics on survey
data using functions from the 'survey' package.","http://gdfe.co/srvyr, https://github.com/gergness/srvyr","Greg Freedman Ellis [aut, cre],
Thomas Lumley [ctb],
Tomasz Żółtak [ctb],
Ben Schneider [ctb]"
OfficialStatistics,StatMatch,Statistical Matching or Data Fusion,GPL (>= 2),Integration of two data sources referred to the same target population which share a number of variables. Some functions can also be used to impute missing values in data sets through hot deck imputation methods. Methods to perform statistical matching when dealing  with data from complex sample surveys are available too.,NA,Marcello D'Orazio
OfficialStatistics,stratification,Univariate Stratification of Survey Populations,GPL-2,"Univariate stratification of survey populations with a generalization of the
Lavallee-Hidiroglou method of stratum construction. The generalized method takes into account
a discrepancy between the stratification variable and the survey variable. The determination
of the optimal boundaries also incorporate, if desired, an anticipated non-response, a take-all
stratum for large units, a take-none stratum for small units, and a certainty stratum to ensure
that some specific units are in the sample. The well known cumulative root frequency rule of
Dalenius and Hodges and the geometric rule of Gunning and Horgan are also implemented.",NA,"Louis-Paul Rivest [aut, cre],
Sophie Baillargeon [aut]"
OfficialStatistics,stringdist,Approximate String Matching and String Distance Functions,GPL-3,"Implements an approximate string matching version of R's native
'match' function. Can calculate various string distances based on edits
(Damerau-Levenshtein, Hamming, Levenshtein, optimal sting alignment), qgrams (q-
gram, cosine, jaccard distance) or heuristic metrics (Jaro, Jaro-Winkler). An
implementation of soundex is provided as well. Distances can be computed between
character vectors while taking proper care of encoding or between integer
vectors representing generic sequences. This package is built for speed and
runs in parallel by using 'openMP'. An API for C or C++ is exposed as well.",https://github.com/markvanderloo/stringdist,"Mark van der Loo [aut, cre],
Jan van der Laan [ctb],
R Core Team [ctb],
Nick Logan [ctb],
Chris Muir [ctb]"
OfficialStatistics,survey,Analysis of Complex Survey Samples,GPL-2 | GPL-3,"Summary statistics, two-sample tests, rank tests, generalised linear models, cumulative link models, Cox models, loglinear models, and general maximum pseudolikelihood estimation for multistage stratified, cluster-sampled, unequally weighted survey samples. Variances by Taylor series linearisation or replicate weights. Post-stratification, calibration, and raking. Two-phase subsampling designs. Graphics. PPS sampling without replacement. Principal components, factor analysis.",http://r-survey.r-forge.r-project.org/survey/,Thomas Lumley
OfficialStatistics,surveybootstrap,Tools for the Bootstrap with Survey Data,MIT + file LICENSE,"Tools for using different kinds of bootstrap
for estimating sampling variation using complex survey
data.",NA,"Dennis M. Feehan [aut, cre],
Matthew J. Salganik [ths]"
OfficialStatistics,surveydata,Tools to Work with Survey Data,GPL-2 | GPL-3,"Data obtained from surveys contains information not only about the
survey responses, but also the survey metadata, e.g. the original survey
questions and the answer options. The 'surveydata' package makes it easy to
keep track of this metadata, and to easily extract columns with
specific questions.",http://andrie.github.io/surveydata/index.html,"Andrie de Vries [aut, cre, cph]"
OfficialStatistics,surveyoutliers,Helps Manage Outliers in Sample Surveys,GPL-2 | GPL-3,"At present, the only functionality is the calculation of optimal one-sided winsorizing cutoffs. The main function is optimal.onesided.cutoff.bygroup. It calculates the optimal tuning parameter for one-sided winsorisation, and so calculates winsorised values for a variable of interest. See the help file for this function for more details and an example.",NA,Robert Clark
OfficialStatistics,surveyplanning,Survey Planning Tools,GPL (>= 2),"Tools for sample survey planning, including sample size calculation, estimation of expected precision for the estimates of totals, and calculation of optimal sample size allocation.",https://csblatvia.github.io/surveyplanning/,"Juris Breidaks [aut, cre],
Martins Liberts [aut],
Janis Jukams [aut]"
OfficialStatistics,svyPVpack,A package for complex surveys including plausible values,GPL-3,"This package deals with data which stem from survey designs including plausible values. This package has been created to handle data from Large Scale Assessments like PISA, PIAAC etc. which use  complex survey designs to draw the sample and plausible values to report person related estimates. Various functions/statistics (mean, quantile, GLM etc.) are provided to handle this kind of data.",https://github.com/manuelreif/svyPVpack,"Manuel Reif <Manuel.Reif@statistik.gv.at>, Jakob Peterbauer <Jakob.Peterbauer@statistik.gv.at>"
OfficialStatistics,synthpop,"Generating Synthetic Versions of Sensitive Microdata for
Statistical Disclosure Control",GPL-2 | GPL-3,"A tool for producing synthetic versions of microdata containing confidential information so that they are safe to be released to users for exploratory analysis. The key objective of generating synthetic data is to replace sensitive original values with synthetic ones causing minimal distortion of the statistical information contained in the data set. Variables, which can be categorical or continuous, are synthesised one-by-one using sequential modelling. Replacements are generated by drawing from conditional distributions fitted to the original data using parametric or classification and regression trees models. Data are synthesised via the function syn() which can be largely automated, if default settings are used, or with methods defined by the user. Optional parameters can be used to influence the disclosure risk and the analytical quality of the synthesised data. For a description of the implemented method see Nowok, Raab and Dibben (2016) <doi:10.18637/jss.v074.i11>.",NA,"Beata Nowok, Gillian M Raab, Joshua Snoke and Chris Dibben"
